project_id,project_key,project_name,issue_key,issue_type,summary,description,priority,status,assignee,reporter,story_points,original_estimate_hours,remaining_estimate_hours,time_spent_hours,sprint_id,sprint_name,sprint_start_date,sprint_end_date,issue_created_date,issue_updated_date,resolution,resolution_date,blocker_status,labels,epic,dependencies
10004,TITAN,Titan Infra Automation,TITAN-6,Bug,payments service throws exception when pagination used,"As part of payments service, the team needs to address: payments service throws exception when pagination used. Acceptance criteria to be validated in QA before release.",Medium,Done,Elena Petrova,Grace Lin,13,39.7,0.0,43.3,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-05,2026-01-07,Done,2026-01-07,Not Blocked,backend;compliance;infra,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-7,Task,Upgrade dashboard dependencies,"As part of dashboard, the team needs to address: upgrade dashboard dependencies. Acceptance criteria to be validated in QA before release.",High,Closed,Brianna Scott,Sofia Rossi,13,35.7,0.0,35.2,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-05,2026-01-07,Done,2026-01-07,Not Blocked,,TITAN-EP-2 Kubernetes Migration,TITAN-5
10004,TITAN,Titan Infra Automation,TITAN-8,Sub-task,Write unit tests for admin console,"As part of admin console, the team needs to address: write unit tests for admin console. Acceptance criteria to be validated in QA before release.",High,Blocked,Priya Raman,Jamal Carter,,23.5,11.2,12.3,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-26,2026-01-23,,,Blocked,api;ui-ux,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-9,Epic,dashboard SSO login Initiative,"As part of dashboard, the team needs to address: dashboard sso login initiative. Acceptance criteria to be validated in QA before release.",High,To Do,David Kim,Marcus Johnson,,,,,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-27,2026-01-20,,,Not Blocked,backend;performance;tech-debt,,
10004,TITAN,Titan Infra Automation,TITAN-10,Bug,Resolve intermittent failure in admin console,"As part of admin console, the team needs to address: resolve intermittent failure in admin console. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,Marcus Johnson,1,31.3,0.0,27.5,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-04,Fixed,2026-01-04,Not Blocked,compliance,TITAN-EP-2 Kubernetes Migration,TITAN-5
10004,TITAN,Titan Infra Automation,TITAN-11,Task,Upgrade user profile dependencies,"As part of user profile, the team needs to address: upgrade user profile dependencies. Acceptance criteria to be validated in QA before release.",High,In Review,Jamal Carter,Wei Zhang,8,21.5,18.2,3.3,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-04,2026-01-15,,,Not Blocked,backend;ui-ux,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-12,Bug,Resolve intermittent failure in settings page,"As part of settings page, the team needs to address: resolve intermittent failure in settings page. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Tom O'Brien,Carlos Diaz,3,13.4,8.8,4.6,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2026-01-04,2026-01-09,,,Not Blocked,database;frontend;tech-debt,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-13,Task,Refactor dashboard for two-factor auth,"As part of dashboard, the team needs to address: refactor dashboard for two-factor auth. Acceptance criteria to be validated in QA before release.",High,Closed,Elena Petrova,Marcus Johnson,3,34.0,0.0,31.5,TITAN-SPR-1,TITAN Sprint 1,2026-01-05,2026-01-18,2025-12-31,2026-01-14,Fixed,2026-01-14,Not Blocked,tech-debt,TITAN-EP-3 Observability,TITAN-3
10004,TITAN,Titan Infra Automation,TITAN-14,Story,Add support for pagination in billing module,"As part of billing module, the team needs to address: add support for pagination in billing module. Acceptance criteria to be validated in QA before release.",High,In Progress,Tom O'Brien,Jamal Carter,,16.9,14.2,2.7,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-10,2026-01-16,,,Not Blocked,infra,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-15,Story,Implement role-based access for reporting engine,"As part of reporting engine, the team needs to address: implement role-based access for reporting engine. Acceptance criteria to be validated in QA before release.",Low,Done,Elena Petrova,Priya Raman,5,27.6,0.0,21.6,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-15,2026-01-22,Fixed,2026-01-22,Not Blocked,database;frontend;ui-ux,,
10004,TITAN,Titan Infra Automation,TITAN-16,Bug,Fix data validation error on admin console,"As part of admin console, the team needs to address: fix data validation error on admin console. Acceptance criteria to be validated in QA before release.",Low,In Review,Grace Lin,Grace Lin,,22.4,13.0,9.4,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-18,2026-01-21,,,Not Blocked,api;infra,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-17,Bug,Incorrect data displayed in onboarding flow,"As part of onboarding flow, the team needs to address: incorrect data displayed in onboarding flow. Acceptance criteria to be validated in QA before release.",High,To Do,Priya Raman,Brianna Scott,2,21.4,21.4,0.0,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-11,2026-01-28,,,Not Blocked,database,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-18,Story,Implement SSO login for billing module,"As part of billing module, the team needs to address: implement sso login for billing module. Acceptance criteria to be validated in QA before release.",High,Closed,Rahul Mehta,Fatima Noor,1,6.4,0.0,8.1,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-17,2026-01-28,Fixed,2026-01-28,Not Blocked,regression,TITAN-EP-2 Kubernetes Migration,TITAN-15;TITAN-11
10004,TITAN,Titan Infra Automation,TITAN-19,Story,Implement pagination for dashboard,"As part of dashboard, the team needs to address: implement pagination for dashboard. Acceptance criteria to be validated in QA before release.",Low,Done,Elena Petrova,Elena Petrova,13,32.4,0.0,40.8,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-16,2026-02-01,Fixed,2026-02-01,Not Blocked,database;security;ui-ux,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-20,Story,Design and build currency conversion workflow,"As part of payments service, the team needs to address: design and build currency conversion workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Grace Lin,Marcus Johnson,13,10.2,7.8,2.4,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-18,2026-02-05,,,Not Blocked,performance,TITAN-EP-2 Kubernetes Migration,TITAN-16;TITAN-17
10004,TITAN,Titan Infra Automation,TITAN-21,Bug,Fix currency conversion error on admin console,"As part of admin console, the team needs to address: fix currency conversion error on admin console. Acceptance criteria to be validated in QA before release.",High,Done,Brianna Scott,Priya Raman,8,8.6,0.0,9.5,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-15,2026-02-03,Done,2026-02-03,Not Blocked,frontend;security,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-22,Bug,Incorrect data displayed in user profile,"As part of user profile, the team needs to address: incorrect data displayed in user profile. Acceptance criteria to be validated in QA before release.",Medium,In Review,Nathan Brooks,Marcus Johnson,8,28.4,16.4,12.0,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-17,2026-02-03,,,Not Blocked,api;compliance,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-23,Epic,user profile two-factor auth Initiative,"As part of user profile, the team needs to address: user profile two-factor auth initiative. Acceptance criteria to be validated in QA before release.",Low,Closed,Fatima Noor,Alicia Chen,,,,,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-11,2026-01-31,Done,2026-01-31,Not Blocked,compliance;database;infra,,TITAN-1;TITAN-8
10004,TITAN,Titan Infra Automation,TITAN-24,Story,Add support for search filters in reporting engine,"As part of reporting engine, the team needs to address: add support for search filters in reporting engine. Acceptance criteria to be validated in QA before release.",Low,Blocked,Marcus Johnson,Priya Raman,,31.1,19.4,11.7,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-18,2026-02-05,,,Blocked,,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-25,Sub-task,Update API contract for billing module,"As part of billing module, the team needs to address: update api contract for billing module. Acceptance criteria to be validated in QA before release.",Lowest,To Do,Nathan Brooks,Rahul Mehta,,33.5,33.5,0.0,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-16,2026-01-25,,,Not Blocked,,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-26,Task,Document payments service audit logging process,"As part of payments service, the team needs to address: document payments service audit logging process. Acceptance criteria to be validated in QA before release.",Low,Done,Carlos Diaz,Fatima Noor,5,8.3,0.0,6.5,TITAN-SPR-2,TITAN Sprint 2,2026-01-19,2026-02-01,2026-01-16,2026-01-22,Won't Fix,2026-01-22,Not Blocked,customer-reported;regression,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-27,Epic,dashboard search filters Initiative,"As part of dashboard, the team needs to address: dashboard search filters initiative. Acceptance criteria to be validated in QA before release.",Lowest,Done,Sofia Rossi,Nathan Brooks,,,,,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-02-02,2026-02-10,Duplicate,2026-02-10,Not Blocked,security,,TITAN-8
10004,TITAN,Titan Infra Automation,TITAN-28,Task,Document user profile two-factor auth process,"As part of user profile, the team needs to address: document user profile two-factor auth process. Acceptance criteria to be validated in QA before release.",Medium,In Review,Alicia Chen,Nathan Brooks,1,26.1,12.0,14.1,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-02-01,2026-02-13,,,Not Blocked,compliance;performance,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-29,Task,Configure pagination for dashboard,"As part of dashboard, the team needs to address: configure pagination for dashboard. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,Sofia Rossi,,4.4,0.0,4.5,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-30,2026-02-12,Won't Fix,2026-02-12,Not Blocked,performance;tech-debt,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-30,Story,Implement retry logic for checkout,"As part of checkout, the team needs to address: implement retry logic for checkout. Acceptance criteria to be validated in QA before release.",Highest,Done,Rahul Mehta,Marcus Johnson,5,2.6,0.0,3.3,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-31,2026-02-14,Done,2026-02-14,Blocked,api;security;tech-debt,TITAN-EP-2 Kubernetes Migration,TITAN-9
10004,TITAN,Titan Infra Automation,TITAN-31,Task,Upgrade user profile dependencies,"As part of user profile, the team needs to address: upgrade user profile dependencies. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Alicia Chen,Jamal Carter,13,30.7,21.0,9.7,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-02-01,2026-02-04,,,Not Blocked,api;customer-reported;frontend,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-32,Story,Add support for rate limiting in admin console,"As part of admin console, the team needs to address: add support for rate limiting in admin console. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Grace Lin,Brianna Scott,1,29.8,25.3,4.5,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-28,2026-02-08,,,Not Blocked,ui-ux,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-33,Story,Add support for currency conversion in checkout,"As part of checkout, the team needs to address: add support for currency conversion in checkout. Acceptance criteria to be validated in QA before release.",Medium,Done,Elena Petrova,Marcus Johnson,13,30.4,0.0,38.1,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-14,Done,2026-02-14,Not Blocked,,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-34,Epic,user profile webhook support Initiative,"As part of user profile, the team needs to address: user profile webhook support initiative. Acceptance criteria to be validated in QA before release.",High,To Do,Fatima Noor,David Kim,,,,,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-13,,,Not Blocked,backend;compliance,,
10004,TITAN,Titan Infra Automation,TITAN-35,Bug,Incorrect data displayed in payments service,"As part of payments service, the team needs to address: incorrect data displayed in payments service. Acceptance criteria to be validated in QA before release.",High,To Do,,Brianna Scott,,38.3,38.3,0.0,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-26,2026-02-07,,,Not Blocked,customer-reported;frontend;infra,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-36,Bug,Incorrect data displayed in settings page,"As part of settings page, the team needs to address: incorrect data displayed in settings page. Acceptance criteria to be validated in QA before release.",Medium,Done,Elena Petrova,Priya Raman,,19.9,0.0,25.7,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-02-01,2026-02-01,Done,2026-02-01,Not Blocked,backend,,
10004,TITAN,Titan Infra Automation,TITAN-37,Story,Design and build pagination workflow,"As part of API gateway, the team needs to address: design and build pagination workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Sofia Rossi,Nathan Brooks,13,22.4,13.3,9.1,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-01-31,,,Not Blocked,api,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-38,Task,Document dashboard retry logic process,"As part of dashboard, the team needs to address: document dashboard retry logic process. Acceptance criteria to be validated in QA before release.",Medium,Done,Brianna Scott,Tom O'Brien,,11.1,0.0,9.4,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-27,2026-01-30,Done,2026-01-30,Not Blocked,compliance;infra,TITAN-EP-1 CI/CD Pipeline,TITAN-1
10004,TITAN,Titan Infra Automation,TITAN-39,Epic,API gateway search filters Initiative,"As part of API gateway, the team needs to address: api gateway search filters initiative. Acceptance criteria to be validated in QA before release.",High,To Do,Priya Raman,Rahul Mehta,,,,,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-01,,,Not Blocked,,,
10004,TITAN,Titan Infra Automation,TITAN-40,Story,Design and build currency conversion workflow,"As part of dashboard, the team needs to address: design and build currency conversion workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Alicia Chen,Tom O'Brien,5,34.7,28.3,6.4,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-31,2026-02-08,,,Not Blocked,,TITAN-EP-3 Observability,TITAN-16
10004,TITAN,Titan Infra Automation,TITAN-41,Bug,Resolve intermittent failure in user profile,"As part of user profile, the team needs to address: resolve intermittent failure in user profile. Acceptance criteria to be validated in QA before release.",Low,Done,Wei Zhang,Alicia Chen,8,32.5,0.0,36.7,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-05,Fixed,2026-02-05,Not Blocked,frontend;tech-debt,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-42,Story,Implement role-based access for API gateway,"As part of API gateway, the team needs to address: implement role-based access for api gateway. Acceptance criteria to be validated in QA before release.",Lowest,To Do,Marcus Johnson,Carlos Diaz,5,34.9,34.9,0.0,TITAN-SPR-3,TITAN Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-08,,,Not Blocked,backend;performance;security,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-43,Epic,payments service role-based access Initiative,"As part of payments service, the team needs to address: payments service role-based access initiative. Acceptance criteria to be validated in QA before release.",High,Closed,Alicia Chen,Sofia Rossi,,,,,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-16,2026-02-23,Done,2026-02-23,Not Blocked,,,
10004,TITAN,Titan Infra Automation,TITAN-44,Task,Upgrade reporting engine dependencies,"As part of reporting engine, the team needs to address: upgrade reporting engine dependencies. Acceptance criteria to be validated in QA before release.",High,Closed,Brianna Scott,Grace Lin,5,20.7,0.0,15.2,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-14,2026-02-22,Fixed,2026-02-22,Blocked,compliance;database;performance,,TITAN-33
10004,TITAN,Titan Infra Automation,TITAN-45,Sub-task,Write unit tests for settings page,"As part of settings page, the team needs to address: write unit tests for settings page. Acceptance criteria to be validated in QA before release.",Medium,Closed,Rahul Mehta,Brianna Scott,,11.0,0.0,9.4,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-11,2026-02-23,Done,2026-02-23,Not Blocked,database;tech-debt,TITAN-EP-1 CI/CD Pipeline,TITAN-7;TITAN-10
10004,TITAN,Titan Infra Automation,TITAN-46,Bug,Fix webhook support error on admin console,"As part of admin console, the team needs to address: fix webhook support error on admin console. Acceptance criteria to be validated in QA before release.",Medium,Closed,Elena Petrova,Priya Raman,2,19.2,0.0,18.8,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-15,2026-02-17,Fixed,2026-02-17,Not Blocked,,TITAN-EP-2 Kubernetes Migration,TITAN-16;TITAN-23
10004,TITAN,Titan Infra Automation,TITAN-47,Story,Add support for caching layer in reporting engine,"As part of reporting engine, the team needs to address: add support for caching layer in reporting engine. Acceptance criteria to be validated in QA before release.",Highest,In Review,Grace Lin,Grace Lin,5,23.1,14.4,8.7,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-15,2026-03-01,,,Not Blocked,frontend,TITAN-EP-1 CI/CD Pipeline,TITAN-24
10004,TITAN,Titan Infra Automation,TITAN-48,Sub-task,Code review fixes for settings page,"As part of settings page, the team needs to address: code review fixes for settings page. Acceptance criteria to be validated in QA before release.",Low,To Do,Alicia Chen,Tom O'Brien,,39.9,39.9,0.0,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-13,2026-03-05,,,Not Blocked,frontend,,
10004,TITAN,Titan Infra Automation,TITAN-49,Story,Design and build data validation workflow,"As part of settings page, the team needs to address: design and build data validation workflow. Acceptance criteria to be validated in QA before release.",Low,In Review,Grace Lin,Fatima Noor,1,16.5,11.3,5.2,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-11,2026-02-17,,,Not Blocked,database;tech-debt,,TITAN-40;TITAN-16
10004,TITAN,Titan Infra Automation,TITAN-50,Bug,Incorrect data displayed in API gateway,"As part of API gateway, the team needs to address: incorrect data displayed in api gateway. Acceptance criteria to be validated in QA before release.",Highest,In Progress,Marcus Johnson,Tom O'Brien,2,17.9,10.4,7.5,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-08,2026-02-15,,,Not Blocked,,,
10004,TITAN,Titan Infra Automation,TITAN-51,Bug,onboarding flow throws exception when two-factor auth used,"As part of onboarding flow, the team needs to address: onboarding flow throws exception when two-factor auth used. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Rahul Mehta,David Kim,3,24.7,21.9,2.8,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-12,2026-02-13,,,Not Blocked,customer-reported;performance;regression,,
10004,TITAN,Titan Infra Automation,TITAN-52,Task,Upgrade API gateway dependencies,"As part of API gateway, the team needs to address: upgrade api gateway dependencies. Acceptance criteria to be validated in QA before release.",Low,Closed,Carlos Diaz,Brianna Scott,8,34.2,0.0,40.3,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-11,2026-02-16,Fixed,2026-02-16,Not Blocked,backend;customer-reported,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-53,Bug,billing module throws exception when audit logging used,"As part of billing module, the team needs to address: billing module throws exception when audit logging used. Acceptance criteria to be validated in QA before release.",High,To Do,,Wei Zhang,1,10.8,10.8,0.0,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-13,2026-02-13,,,Not Blocked,,TITAN-EP-3 Observability,TITAN-22
10004,TITAN,Titan Infra Automation,TITAN-54,Sub-task,Write unit tests for onboarding flow,"As part of onboarding flow, the team needs to address: write unit tests for onboarding flow. Acceptance criteria to be validated in QA before release.",Highest,Done,Jamal Carter,Elena Petrova,,36.9,0.0,43.0,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-08,2026-02-19,Cannot Reproduce,2026-02-19,Not Blocked,customer-reported;frontend;performance,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-55,Task,Refactor onboarding flow for two-factor auth,"As part of onboarding flow, the team needs to address: refactor onboarding flow for two-factor auth. Acceptance criteria to be validated in QA before release.",Medium,Blocked,Brianna Scott,Jamal Carter,8,31.9,25.1,6.8,TITAN-SPR-4,TITAN Sprint 4,2026-02-16,2026-03-01,2026-02-07,2026-03-05,,,Blocked,ui-ux,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-56,Story,Design and build pagination workflow,"As part of settings page, the team needs to address: design and build pagination workflow. Acceptance criteria to be validated in QA before release.",Low,Done,Jamal Carter,Grace Lin,8,3.2,0.0,3.4,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-02-28,Done,2026-02-28,Not Blocked,api;frontend;performance,TITAN-EP-2 Kubernetes Migration,TITAN-53
10004,TITAN,Titan Infra Automation,TITAN-57,Task,Configure data validation for onboarding flow,"As part of onboarding flow, the team needs to address: configure data validation for onboarding flow. Acceptance criteria to be validated in QA before release.",Highest,In Progress,Elena Petrova,Marcus Johnson,13,4.6,3.5,1.1,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-01,2026-03-01,,,Not Blocked,api;compliance;ui-ux,,
10004,TITAN,Titan Infra Automation,TITAN-58,Bug,Resolve intermittent failure in billing module,"As part of billing module, the team needs to address: resolve intermittent failure in billing module. Acceptance criteria to be validated in QA before release.",High,To Do,Rahul Mehta,Priya Raman,,3.3,3.3,0.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-02,2026-03-12,,,Not Blocked,,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-59,Sub-task,Deploy onboarding flow to staging,"As part of onboarding flow, the team needs to address: deploy onboarding flow to staging. Acceptance criteria to be validated in QA before release.",Medium,In Review,Jamal Carter,Priya Raman,,26.8,16.0,10.8,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-24,2026-03-01,,,Not Blocked,compliance;security,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-60,Story,Add support for caching layer in reporting engine,"As part of reporting engine, the team needs to address: add support for caching layer in reporting engine. Acceptance criteria to be validated in QA before release.",Highest,In Review,Grace Lin,Fatima Noor,8,33.9,27.9,6.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-25,2026-02-25,,,Not Blocked,compliance;infra,TITAN-EP-1 CI/CD Pipeline,TITAN-11
10004,TITAN,Titan Infra Automation,TITAN-61,Epic,dashboard two-factor auth Initiative,"As part of dashboard, the team needs to address: dashboard two-factor auth initiative. Acceptance criteria to be validated in QA before release.",Low,In Review,Tom O'Brien,Alicia Chen,,,,,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-20,2026-02-28,,,Not Blocked,api;performance;ui-ux,,
10004,TITAN,Titan Infra Automation,TITAN-62,Story,Add support for two-factor auth in reporting engine,"As part of reporting engine, the team needs to address: add support for two-factor auth in reporting engine. Acceptance criteria to be validated in QA before release.",Low,Blocked,Elena Petrova,Priya Raman,2,30.6,17.3,13.3,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-01,2026-03-12,,,Blocked,customer-reported;regression;security,TITAN-EP-2 Kubernetes Migration,
10004,TITAN,Titan Infra Automation,TITAN-63,Task,Refactor billing module for data validation,"As part of billing module, the team needs to address: refactor billing module for data validation. Acceptance criteria to be validated in QA before release.",Medium,To Do,,Brianna Scott,,29.1,29.1,0.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-22,2026-03-12,,,Not Blocked,frontend,,
10004,TITAN,Titan Infra Automation,TITAN-64,Epic,payments service role-based access Initiative,"As part of payments service, the team needs to address: payments service role-based access initiative. Acceptance criteria to be validated in QA before release.",Highest,To Do,,Wei Zhang,,,,,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-20,2026-03-05,,,Not Blocked,customer-reported,,
10004,TITAN,Titan Infra Automation,TITAN-65,Sub-task,Deploy admin console to staging,"As part of admin console, the team needs to address: deploy admin console to staging. Acceptance criteria to be validated in QA before release.",Medium,Done,Carlos Diaz,Sofia Rossi,,21.7,0.0,27.1,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-02,2026-03-20,Done,2026-03-20,Not Blocked,api;compliance;customer-reported,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-66,Story,Enable caching layer on API gateway page,"As part of API gateway, the team needs to address: enable caching layer on api gateway page. Acceptance criteria to be validated in QA before release.",Low,In Progress,Elena Petrova,Wei Zhang,13,20.5,12.2,8.3,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-02,2026-03-07,,,Not Blocked,customer-reported,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-67,Sub-task,Write unit tests for payments service,"As part of payments service, the team needs to address: write unit tests for payments service. Acceptance criteria to be validated in QA before release.",Medium,Closed,Sofia Rossi,Nathan Brooks,,36.1,0.0,25.7,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-26,2026-03-07,Fixed,2026-03-07,Not Blocked,,,TITAN-57
10004,TITAN,Titan Infra Automation,TITAN-68,Story,Implement pagination for admin console,"As part of admin console, the team needs to address: implement pagination for admin console. Acceptance criteria to be validated in QA before release.",High,In Progress,Sofia Rossi,Nathan Brooks,,17.5,11.5,6.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-22,2026-03-05,,,Not Blocked,frontend,TITAN-EP-3 Observability,
10004,TITAN,Titan Infra Automation,TITAN-69,Bug,Resolve intermittent failure in checkout,"As part of checkout, the team needs to address: resolve intermittent failure in checkout. Acceptance criteria to be validated in QA before release.",High,Done,Carlos Diaz,Tom O'Brien,,4.2,0.0,3.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-03-02,2026-03-13,Done,2026-03-13,Not Blocked,frontend;regression;ui-ux,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-70,Story,Enable email notifications on billing module page,"As part of billing module, the team needs to address: enable email notifications on billing module page. Acceptance criteria to be validated in QA before release.",High,Done,Alicia Chen,Nathan Brooks,3,30.5,0.0,34.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-26,2026-02-26,Done,2026-02-26,Not Blocked,security,TITAN-EP-3 Observability,TITAN-53;TITAN-66
